chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
V2 Cr1 W1,0.1806516588607804,3.0,1.0397207708399179,84.430045,4.5,5.5,2560.25,-1.25,5.5,1.8199999999999998
V2 Cr2 Fe1,0.28428725203473776,3.0,1.054920167986144,52.344108000000006,4.0,6.0,2107.4,-3.8400000000000007,5.6000000000000005,1.682
V2 Fe2 N4,0.9893665138273073,3.0,1.0397207708399179,33.7001775,3.0,10.75,1030.075,-116.75,5.25,2.385
V2 Fe2 Sb2,0.5872543774083099,3.0,1.0986122886681098,76.18226999999999,4.333333333333333,9.333333333333332,1632.5933333333332,-2.2222222222222214,5.333333333333333,1.8366666666666664
V2 Fe8 N8,0.8129967973971463,3.0,0.9649629230074277,36.705589999999994,3.111111111111111,10.777777777777777,1075.511111111111,-98.37037037037037,5.444444444444444,2.3455555555555554
V2 Ga1 Fe1,0.3714609213624767,3.0,1.0397207708399179,56.86283,4.0,7.75,1619.97865,-8.0,4.75,1.725
V2 Ge6,0.27903300387893176,2.0,0.5623351446188083,67.2084775,4.0,11.75,1454.3000000000002,-23.625,4.25,1.9149999999999998
V2 Hg6,0.39607334336059363,2.0,0.5623351446188083,163.1796025,5.5,10.25,721.4907499999999,7.5,4.25,1.9075
V2 In6,0.3462817102505847,2.0,0.5623351446188083,98.8489525,4.75,11.0,868.061375,9.0,3.5,1.7425
V2 Ni1 Sb2,0.30308963678997686,3.0,1.054920167986144,80.819332,4.4,10.0,1580.3120000000001,-11.200000000000003,4.8,1.8539999999999999
V2 Ni2 N4,0.3005509122517971,3.0,1.0397207708399179,34.4122375,3.0,11.25,1009.325,-110.5,4.75,2.4050000000000002
V2 Os1 Ru1,0.32386494733096866,3.0,1.0397207708399179,98.297005,4.75,6.5,2569.75,-24.0,6.5,1.915
V2 Pd6,0.25830778746514155,2.0,0.5623351446188083,92.5511275,4.75,8.75,1916.7875,-26.25,4.25,2.0575
V2 Sb2,0.4072496773425105,2.0,0.6931471805599453,86.350805,4.5,10.0,1543.3899999999999,-8.0,5.0,1.8399999999999999
V2 Sn6,0.34288454532063456,2.0,0.5623351446188083,101.76840250000001,4.75,11.75,924.56,-0.75,4.25,1.8775
V3 Au1 N1,0.5814616478895687,3.0,0.9502705392332346,72.7596199,4.0,8.200000000000001,1589.8960000000002,-87.03999999999999,5.0,2.094
V3 Cd1,0.2774828895509994,2.0,0.5623351446188083,66.3097325,4.25,6.75,1785.805,6.75,4.25,1.645
V3 Co20 B6,0.5362067460221144,3.0,0.8169151695570781,48.149945448275865,3.586206896551724,9.413793103448278,1931.1379310344828,-21.288941736028537,4.586206896551724,1.8872413793103446
V3 Rh5,0.27313254063148007,2.0,0.6615632381579821,83.419005,4.625,7.5,2216.75,-27.1875,5.625,2.03625
V4 Fe2 Sn2,0.36391739654488575,3.0,1.0397207708399179,69.10973,4.25,8.0,1670.52,-1.25,5.0,1.7625
V4 Ga4 N8,0.49085197370625794,3.0,1.0397207708399179,37.169652500000005,3.0,12.0,653.0536500000001,-121.0,4.5,2.38
V4 Ni1 Sb4,0.38176411324934884,3.0,0.9649629230074277,83.27776444444443,4.444444444444445,9.999999999999998,1563.902222222222,-10.074074074074073,4.888888888888889,1.8477777777777777
V4 Si4 N8,0.28452499446465496,3.0,1.0397207708399179,26.7601275,2.75,12.25,999.075,-124.0,4.75,2.4025
V4 Si4 Ni4,0.1913681950362431,3.0,1.0986122886681098,45.90665,3.666666666666666,9.666666666666666,1866.0,-47.111111111111114,4.333333333333333,1.8133333333333332
V4 Zn4 N8,0.24694966751834074,3.0,1.0397207708399179,36.0843775,3.0,11.75,750.495,-116.0,4.25,2.34
V5 Fe5 Si6,0.4096391204656212,3.0,1.0947802260079478,43.902721875,3.625,9.3125,1880.75,-41.640625,4.9375,1.7937499999999997
V6 Au2,0.41466002757736947,2.0,0.5623351446188083,87.447774875,4.5,6.5,1971.5825,-14.25,5.0,1.8575
V6 Cd2,0.3358092263584719,2.0,0.5623351446188083,66.3097325,4.25,6.75,1785.805,6.75,4.25,1.645
V6 Co18,0.31818915474588744,2.0,0.5623351446188083,56.9352733,4.0,8.0,1871.75,-10.5,5.0,1.8175
V6 Ga1 Ge1,0.2785711029822342,3.0,0.7356219397587946,56.000370000000004,4.0,7.125,1826.539325,-15.78125,4.625,1.7
V6 Ga1 Si1,0.27855279131977884,3.0,0.7356219397587946,50.432145,3.875,7.125,1885.989325,-22.0625,4.625,1.6862499999999998
V6 Ga1 Sn1,0.24868194983098504,3.0,0.7356219397587946,61.760357500000005,4.125,7.125,1738.249325,-3.3125,4.625,1.6937499999999999
V6 Ga2,0.41093977118418834,2.0,0.5623351446188083,55.6369075,4.0,7.0,1712.97865,-6.0,4.5,1.6749999999999998
V8 Bi6,0.24389509605895918,2.0,0.6829081047004717,118.67246328571429,4.857142857142857,9.285714285714285,1480.8714285714284,9.795918367346937,5.0,1.797142857142857
V8 Co56 N32,0.40306010213192467,3.0,0.887694275799104,43.29182256666667,3.3333333333333335,10.666666666666666,1234.3000000000002,-76.94444444444444,5.0,2.245833333333333
V8 Fe56 N32,0.6297205962388966,3.0,0.887694275799104,41.490492499999995,3.3333333333333335,10.083333333333334,1259.3833333333334,-84.91666666666667,5.583333333333333,2.216666666666667
Zn1 Co1,0.638611112015532,2.0,0.6931471805599453,62.1575972,4.0,10.5,1230.34,-5.0,3.5,1.765
Zn1 Co2,0.982662969382948,2.0,0.6365141682948129,61.08279626666666,4.0,10.0,1409.56,-4.444444444444445,4.0,1.8033333333333332
Zn1 Co2 Ge1,0.27616303481920695,3.0,1.0397207708399179,63.9697972,4.0,11.0,1360.02,-17.125,4.0,1.855
Zn1 Co3,1.1071452932081316,2.0,0.5623351446188083,60.5453958,4.0,9.75,1499.17,-3.75,4.25,1.8224999999999998
Zn1 Cr2 N2,0.9499498988581211,3.0,1.054920167986144,39.477664000000004,3.2,10.8,1035.796,-95.04000000000002,4.800000000000001,2.21
Zn1 Cr3,0.7873116358685619,2.0,0.5623351446188083,55.342620000000004,4.0,7.5,1808.17,3.75,5.0,1.6575
Zn1 Fe1,1.1520739936120097,2.0,0.6931471805599453,60.613600000000005,4.0,10.0,1251.84,4.0,4.0,1.74
Zn1 Fe1 Bi1,0.47728993055952573,3.0,1.0986122886681098,110.06920033333333,4.666666666666666,11.666666666666666,1016.1266666666666,15.11111111111111,4.333333333333333,1.8333333333333333
Zn1 Fe1 Pb1,0.5416778687455929,3.0,1.0986122886681098,109.47906666666667,4.666666666666666,11.333333333333332,1034.7633333333333,16.888888888888886,4.0,1.7833333333333332
Zn1 Fe1 Rh2,0.9678967904148273,3.0,1.0397207708399179,81.75955099999999,4.5,9.5,1744.42,-10.0,5.0,2.01
Zn1 Fe1 Sb1,0.5210722427183169,3.0,1.0986122886681098,80.99576666666667,4.333333333333333,11.666666666666666,1135.82,5.777777777777778,4.333333333333333,1.8433333333333333
Zn1 Fe1 Sb2,0.18709338908097242,3.0,1.0397207708399179,91.18684999999999,4.5,12.5,1077.81,5.5,4.5,1.895
Zn1 Fe2 N2,0.6128910964802278,3.0,1.054920167986144,41.01728000000001,3.2,11.600000000000001,888.1960000000001,-82.56000000000002,4.800000000000001,2.278
Zn1 Fe3,1.6299252100088242,2.0,0.5623351446188083,58.2294,4.0,9.0,1531.42,3.0,5.0,1.7850000000000001
Zn1 N1,0.24196167389709566,2.0,0.6931471805599453,39.694500000000005,3.0,13.5,377.91499999999996,-88.0,3.5,2.3449999999999998
Zn1 Ni3,0.4034302004474133,2.0,0.5623351446188083,60.36558,4.0,10.5,1469.17,-6.75,3.5,1.845
Zn1 Ni4,0.23108527955503297,2.0,0.5004024235381879,60.031152000000006,4.0,10.4,1520.9360000000001,-5.760000000000002,3.6,1.858
Zn10 Co2 N8,0.2895243960044273,3.0,0.9433483923290392,44.187119440000004,3.2,12.9,548.4,-83.4,3.5,2.229
Zn18 Fe8,0.6449087337047639,2.0,0.6172417697303416,62.4476,4.0,10.769230769230768,1036.7784615384617,3.408284023668639,3.230769230769231,1.7053846153846153
Zn2 B16 H16 N8,0.37716763739212333,4.0,1.1961299562302354,10.283523809523809,1.7142857142857142,8.761904761904761,945.1999999999999,-13.931972789115644,2.571428571428571,2.2728571428571427
Zn2 Fe10 N8,0.40243685193265993,3.0,0.9433483923290392,40.0636,3.2,11.200000000000001,1000.028,-82.88000000000001,5.2,2.2960000000000003
Zn20 Fe6,0.3880049681673044,2.0,0.5402041423888608,63.181200000000004,4.0,11.076923076923078,950.7538461538461,2.840236686390533,2.9230769230769234,1.6915384615384614
Zn3 Co1,0.22256294937258406,2.0,0.5623351446188083,63.7697986,4.0,11.25,961.51,-3.75,2.75,1.7074999999999998
Zn3 Cr1,0.4363923860089069,2.0,0.5623351446188083,62.035540000000005,4.0,10.5,1064.51,3.75,3.0,1.6524999999999999
Zn4 Cd2 N4,0.204469665615137,3.0,1.054920167986144,54.23848,3.4000000000000004,13.200000000000001,421.176,-85.12,3.2,2.214
Zn4 Co2 N4,0.1852081577065202,3.0,1.054920167986144,43.542238880000006,3.2,12.600000000000001,655.932,-81.92000000000002,3.8000000000000003,2.2520000000000002
Zn4 Cr4 N8,0.5041243986243852,3.0,1.0397207708399179,36.348040000000005,3.0,12.0,749.745,-96.25,4.5,2.3475
Zn4 Fe2 N4,0.372027362253175,3.0,1.054920167986144,42.924640000000004,3.2,12.4,664.532,-82.88000000000001,4.0,2.242
Zn6 Fe2 N6,0.38196009606396986,3.0,1.0042424730540764,42.00174285714286,3.142857142857143,12.714285714285714,582.6414285714285,-84.97959183673468,3.8571428571428568,2.2714285714285714
Zn8 Fe3 N8,0.4002389957157152,3.0,1.0198652142779299,42.24461052631579,3.1578947368421053,12.631578947368421,604.1915789473684,-84.47645429362879,3.894736842105263,2.2636842105263155
Zr1 Al1 Co2,0.21129601393433867,3.0,1.0397207708399179,59.018031842499994,4.0,8.75,1649.3675,-41.0,4.25,1.675
Zr1 Al1 Co4,0.47507543154038756,3.0,0.8675632284814613,58.98975269499999,4.0,8.833333333333332,1688.9116666666664,-31.555555555555554,4.5,1.7433333333333332
Zr1 Al1 Fe4,1.0453891840156142,3.0,0.8675632284814613,56.93108976166666,4.0,8.166666666666666,1717.5783333333331,-20.888888888888886,5.166666666666666,1.71
Zr1 Al6 Fe6,0.7865062071959382,3.0,0.9110175397125629,45.24497164769231,3.6153846153846154,10.0,1430.3707692307694,-19.171597633136095,4.461538461538462,1.6900000000000002
Zr1 Al8 Fe4,0.2832925366162126,3.0,0.8587409130062867,40.804408350769236,3.4615384615384617,10.76923076923077,1295.366153846154,-19.029585798816573,4.0,1.656153846153846
Zr1 Co1,0.35366954508985254,2.0,0.6931471805599453,75.0786972,4.5,6.5,1948.0,-41.0,4.5,1.605
Zr1 Co2 N2,0.3184514500493258,3.0,1.054920167986144,47.42091776,3.4000000000000004,10.4,1158.0600000000002,-135.68000000000004,4.800000000000001,2.234
Zr1 Co2 Sn1,0.37962873055991664,3.0,1.0397207708399179,81.9503222,4.5,9.0,1542.27,-31.25,4.5,1.7625
Zr1 Co4 Si1,0.4893087159233427,3.0,0.8675632284814613,59.173662933333325,4.0,9.0,1814.4999999999998,-44.44444444444444,4.666666666666666,1.7916666666666665
Zr1 Fe1 Sb1,0.19708101837189668,3.0,1.0986122886681098,89.60983333333333,4.666666666666666,9.0,1614.2599999999998,-33.33333333333333,5.0,1.7366666666666666
Zr1 Fe4 Si1,0.9978774085293958,3.0,0.8675632284814613,57.114999999999995,4.0,8.333333333333332,1843.1666666666665,-36.0,5.333333333333333,1.7583333333333333
Zr1 Fe6 Ge6,0.9304822285534481,3.0,0.9110175397125629,66.31386153846154,4.076923076923077,10.461538461538463,1558.646153846154,-27.053254437869825,4.923076923076923,1.8746153846153848
Zr1 Fe6 Sn6,0.7169172284778277,3.0,0.9110175397125629,87.5815076923077,4.538461538461538,10.461538461538462,1232.6523076923077,-0.2840236686390516,4.923076923076923,1.8515384615384616
Zr1 Ga1 Co2,0.21645533878686232,3.0,1.0397207708399179,69.70342219999999,4.25,8.75,1491.72865,-36.0,4.25,1.725
Zr1 Ga6 Fe3 Co3,0.5035267633324102,4.0,1.2309316230479224,65.68446024615385,4.0769230769230775,10.23076923076923,1129.422123076923,-16.118343195266274,4.230769230769231,1.7938461538461539
Zr1 Ga6 Fe5 Co1,0.7843543744623344,4.0,1.1189688668816267,65.20938418461539,4.076923076923077,10.076923076923078,1136.0375076923078,-12.710059171597633,4.384615384615385,1.7861538461538464
Zr1 Ga6 Fe6,0.6983781144701884,3.0,0.9110175397125629,64.97184615384616,4.076923076923077,10.0,1139.3452000000002,-10.934911242603551,4.461538461538462,1.7823076923076926
Zr1 In1 Co2,0.2128968711705534,3.0,1.0397207708399179,80.9771722,4.5,8.75,1523.437125,-23.25,4.25,1.7175
Zr1 Mn1 N2,0.290647409600661,3.0,1.0397207708399179,43.544061075,3.25,10.25,943.325,-179.75,5.25,2.24
Zr1 Mn1 Rh2,0.9039657361725658,3.0,1.0397207708399179,87.993312075,4.75,7.25,2030.25,-47.75,5.75,1.8599999999999999
Zr1 Mn6 Al6,0.4912815819238081,3.0,0.9110175397125629,44.826284401538466,3.6153846153846154,9.538461538461538,1295.6015384615384,-24.56804733727811,4.923076923076923,1.560769230769231
Zr1 Mn6 Ga1 Sn5,0.6677005888177373,4.0,1.1189688668816267,83.39454352307692,4.461538461538462,9.923076923076923,1082.3318923076922,-14.863905325443788,5.307692307692308,1.7107692307692308
Zr1 Mn6 Ga2 Sn4,0.7134599198984625,4.0,1.2047933096947843,79.62626660000001,4.384615384615385,9.846153846153847,1066.7807076923077,-15.57396449704142,5.230769230769231,1.6992307692307693
Zr1 Mn6 Ge6,0.84315920846903,3.0,0.9110175397125629,65.89517429230769,4.076923076923077,10.000000000000002,1423.876923076923,-39.26627218934912,5.384615384615385,1.7453846153846155
Zr1 Mn6 Sn6,0.9861685390236588,3.0,0.9110175397125629,87.16282044615384,4.538461538461538,10.0,1097.883076923077,-14.201183431952664,5.384615384615385,1.7223076923076923
Zr1 Nb1 Co4,0.2389595180520955,3.0,0.8675632284814613,69.97722493333333,4.333333333333333,7.5,1991.6666666666665,-28.88888888888889,4.833333333333333,1.7416666666666665
Zr1 Nb1 Fe4,1.0306094304075983,3.0,0.8675632284814613,67.918562,4.333333333333333,6.833333333333333,2020.3333333333333,-17.77777777777778,5.5,1.7083333333333333
Zr1 Ni5,0.23318904911309613,2.0,0.45056120886630463,64.11523333333334,4.166666666666667,9.0,1794.6666666666665,-27.222222222222225,4.0,1.8133333333333332
Zr1 Ta1 Co4,0.2771973279813926,3.0,0.8675632284814613,84.65080993333332,4.5,7.500000000000001,2081.666666666666,-28.555555555555557,4.833333333333333,1.7249999999999999
Zr1 Ti1 Co4,0.5915501423022425,3.0,0.8675632284814613,62.47067959999999,4.166666666666667,7.333333333333335,1856.833333333333,-30.666666666666664,4.666666666666667,1.7316666666666665
Zr12 Fe12 Ge24,0.24742103010686356,3.0,1.0397207708399179,73.08274999999999,4.25,10.0,1590.45,-50.25,4.5,1.795
Zr12 Mn12 Ge24,0.29011628538255113,3.0,1.0397207708399179,72.855961075,4.25,9.75,1517.45,-55.75,4.75,1.7249999999999999
Zr12 Mn12 Si24,0.1968791650616074,3.0,1.0397207708399179,50.583061075,3.75,9.75,1755.25,-68.25,4.75,1.67
Zr12 Zn8,0.19995746941540382,2.0,0.6730116670092564,80.88732,4.6,7.200000000000001,1553.8719999999998,-27.84,3.2,1.458
Zr2 Al1 Fe3,0.5346047567112779,3.0,1.0114042647073518,62.82758976166666,4.166666666666666,7.5,1770.4116666666666,-30.111111111111107,4.833333333333333,1.6266666666666667
Zr2 Al2 Cu2,0.24942814993036513,3.0,1.0986122886681098,60.58401285666666,4.0,9.333333333333332,1473.08,-30.222222222222218,3.666666666666666,1.6133333333333333
Zr2 Al3 Co1,0.19806369270724358,3.0,1.0114042647073518,53.721035018333325,3.833333333333333,9.333333333333336,1470.7349999999997,-44.77777777777777,3.6666666666666665,1.5616666666666665
Zr2 Al3 Cr1,0.20471567601232202,3.0,1.0114042647073518,52.56486261833333,3.833333333333333,8.833333333333336,1539.4016666666664,-35.33333333333333,3.833333333333333,1.525
Zr2 Co1 Os1,0.1948834718031165,3.0,1.0397207708399179,107.9036486,5.0,6.25,2332.5,-48.0,5.25,1.685
Zr2 Co2 H6,0.3973103775222176,3.0,0.9502705392332346,30.636278880000003,2.4,3.2,787.594,-50.72,2.4,1.962
Zr2 Co21 B6,0.779194426118023,3.0,0.7441295414112981,51.20363732413793,3.655172413793103,9.482758620689655,1913.0344827586207,-26.625445897740782,4.517241379310345,1.8751724137931034
Zr2 Co4,0.5617725473317139,2.0,0.6365141682948129,69.69686293333332,4.333333333333333,7.333333333333333,1887.9999999999998,-36.44444444444444,4.666666666666666,1.6966666666666665
Zr2 Cr1 Co3,0.6656006924838922,3.0,1.0114042647073516,68.54069053333333,4.333333333333333,6.833333333333335,1956.6666666666665,-31.333333333333332,4.833333333333333,1.66
Zr2 Cr1 N3,0.3656838225497738,3.0,1.0114042647073518,46.07759333333333,3.333333333333333,9.833333333333332,1104.2416666666666,-193.66666666666663,4.833333333333333,2.24
Zr2 Fe1 Co3,0.7056560695453203,3.0,1.0114042647073516,69.1821972,4.333333333333333,7.166666666666668,1895.1666666666665,-33.22222222222222,4.833333333333333,1.6883333333333332
Zr2 Fe2 Co2,0.5785090007887327,3.0,1.0986122886681098,68.66753146666666,4.333333333333333,7.0,1902.333333333333,-29.777777777777775,5.0,1.6800000000000002
Zr2 Fe4,0.9287442861007761,2.0,0.6365141682948129,67.6382,4.333333333333333,6.666666666666666,1916.6666666666665,-22.22222222222222,5.333333333333333,1.6633333333333333
Zr2 Fe8 N8,0.5082503960860214,3.0,0.9649629230074277,41.18144444444444,3.222222222222222,10.666666666666666,1069.3999999999999,-119.7037037037037,5.333333333333333,2.312222222222222
Zr2 Fe8 Si4,1.1485248033204216,3.0,0.9556998911125343,52.967857142857135,3.8571428571428568,9.142857142857142,1820.857142857143,-44.73469387755102,5.142857142857142,1.7785714285714285
Zr2 Mn1 Fe3,0.9132219495780735,3.0,1.0114042647073516,67.48700738333332,4.333333333333333,6.500000000000001,1868.0,-19.999999999999996,5.5,1.6166666666666667
Zr2 Mn12 Ga1 Sn11,0.6699072930241232,4.0,1.0434033780461756,85.27868198461539,4.5,9.961538461538462,1090.1074846153847,-14.526627218934912,5.346153846153847,1.7165384615384616
Zr2 Mn2 Ni2,0.5688607309689172,3.0,1.0986122886681098,68.2852281,4.333333333333333,6.999999999999999,1791.6666666666665,-32.0,5.0,1.5966666666666667
Zr2 Mn4,0.418665829341025,2.0,0.6365141682948129,67.03342953333333,4.333333333333333,6.0,1722.0,-13.333333333333332,6.0,1.4766666666666666
Zr2 Mn6,1.2675758602314706,2.0,0.5623351446188083,64.009583225,4.25,6.25,1671.25,-11.25,6.25,1.495
Zr2 Mn8 N8,0.6917631340624978,3.0,0.9649629230074277,40.77826413333333,3.222222222222222,10.222222222222221,939.6222222222223,-143.01234567901233,5.777777777777778,2.187777777777778
Zr2 Nb2 Fe8,0.8475853386781638,3.0,0.8675632284814613,67.918562,4.333333333333333,6.833333333333333,2020.3333333333333,-17.77777777777778,5.5,1.7083333333333333
Zr2 Ta2 Fe8,0.8098973451342332,3.0,0.8675632284814613,82.592147,4.5,6.833333333333334,2110.333333333333,-17.444444444444443,5.499999999999999,1.6916666666666667
Zr2 Ti1 Al1,0.2635194682632998,3.0,1.0397207708399179,64.3242596425,4.25,6.25,1782.6175,-29.5,3.75,1.4525000000000001
Zr2 Ti2 Cr4 Fe4,0.3175531853141523,4.0,1.3296613488547582,59.12900333333333,4.166666666666667,6.000000000000001,2008.5,-13.999999999999998,5.333333333333333,1.6416666666666666
Zr2 Ti2 Fe8,0.8532483638995394,3.0,0.8675632284814613,60.41201666666666,4.166666666666667,6.666666666666668,1885.5,-18.666666666666664,5.333333333333333,1.6983333333333333
Zr2 Ti2 Mn8,0.33661567988843794,3.0,0.8675632284814613,59.807246199999994,4.166666666666667,6.000000000000001,1690.8333333333333,-10.222222222222221,6.0,1.5116666666666665
Zr2 Ti4,0.6604309824724544,2.0,0.6365141682948129,62.31946666666666,4.333333333333333,4.0,2003.3333333333333,0.0,4.0,1.47
Zr2 Zn4,0.2583670964513447,2.0,0.6365141682948129,73.99606666666666,4.333333333333333,9.333333333333334,1171.12,-25.777777777777775,2.6666666666666665,1.5433333333333332
Zr2 Zn6 N8,0.2152310369102471,3.0,0.9743147528693494,42.924775000000004,3.125,12.5,557.33,-129.6875,3.75,2.3049999999999997
Zr24 Mn32 Si48,0.3764254451212631,3.0,1.0579054247036734,50.91805978461539,3.769230769230769,9.538461538461538,1737.076923076923,-65.6094674556213,4.923076923076923,1.6607692307692308
Zr3 Al1 Co8,0.3459481337532129,3.0,0.8239592165010823,64.34330781416666,4.166666666666666,8.083333333333332,1788.4558333333332,-35.22222222222222,4.583333333333333,1.72
Zr3 Al1 Fe8,1.0125863446582117,3.0,0.8239592165010823,62.284644880833326,4.166666666666666,7.416666666666666,1817.1225,-22.777777777777775,5.25,1.6866666666666668
Zr3 Co8 Si1,0.4062506668230811,3.0,0.8239592165010823,64.43526293333333,4.166666666666666,8.166666666666666,1851.2499999999998,-42.77777777777778,4.666666666666666,1.7441666666666666
Zr3 Fe8 Mo1,0.8282137690856577,3.0,0.8239592165010823,68.0321,4.333333333333333,6.833333333333333,1980.6666666666665,-17.611111111111107,5.5,1.7325000000000002
Zr3 Fe8 Si1,0.9242650918458017,3.0,0.8239592165010823,62.376599999999996,4.166666666666666,7.5,1879.9166666666665,-31.444444444444443,5.333333333333333,1.7108333333333334
Zr3 Mn1,0.5103411599550133,2.0,0.5623351446188083,82.152661075,4.75,4.75,1975.75,-11.25,4.75,1.385
Zr3 Mn1 Co8,0.5065948423043467,3.0,0.8239592165010823,66.673016625,4.25,7.583333333333333,1837.2499999999998,-29.694444444444443,4.916666666666666,1.7149999999999999
Zr3 Mn8 Al1,0.9615770306882115,3.0,0.8239592165010823,61.67987441416666,4.166666666666666,6.749999999999999,1622.4558333333334,-17.88888888888889,5.916666666666666,1.5
Zr3 Mn9,0.2663726832246334,2.0,0.5623351446188083,64.009583225,4.25,6.25,1671.25,-11.25,6.25,1.495
Zr3 Ta1 Fe8,0.9790672607769666,3.0,0.8239592165010823,75.1151735,4.416666666666666,6.75,2013.5,-19.749999999999996,5.416666666666667,1.6775
Zr3 Ti1 Fe8,0.827715414313967,3.0,0.8239592165010823,64.02510833333332,4.25,6.666666666666666,1901.0833333333333,-20.444444444444443,5.333333333333333,1.6808333333333334
Zr3 Ti1 Mn8,0.34520159195702504,3.0,0.8239592165010823,63.420337866666664,4.25,5.999999999999999,1706.4166666666665,-11.777777777777779,5.999999999999999,1.4941666666666666
Zr3 Ti1 Zn8,0.2259708224535026,3.0,0.8239592165010823,70.38297499999999,4.25,9.333333333333334,1155.5366666666666,-22.666666666666664,2.6666666666666665,1.5608333333333333
Zr4 Al2 Fe6,0.5202301816306218,3.0,1.0114042647073518,62.82758976166666,4.166666666666666,7.5,1770.4116666666666,-30.111111111111107,4.833333333333333,1.6266666666666667
Zr4 Al4 Fe4,0.21088212866464923,3.0,1.0986122886681098,58.016979523333326,4.0,8.333333333333332,1624.1566666666665,-35.55555555555556,4.333333333333333,1.59
Zr4 Co4 Ge4,0.2492294668718707,3.0,1.0986122886681098,74.26273146666665,4.333333333333333,9.0,1702.4666666666665,-60.0,4.333333333333333,1.74
Zr4 Co4 N8,0.24309334493901866,3.0,1.0397207708399179,44.5428486,3.25,10.75,1005.575,-164.25,4.75,2.3225
Zr4 Co4 Si4,0.21366376490409908,3.0,1.0986122886681098,59.41413146666666,4.0,8.999999999999998,1860.9999999999998,-72.44444444444443,4.333333333333333,1.7033333333333334
Zr4 Cr2 Fe6,0.5498552068204685,3.0,1.0114042647073516,66.99669333333333,4.333333333333333,6.333333333333334,1978.1666666666665,-19.666666666666664,5.333333333333333,1.635
Zr4 Cr4 Fe4,0.31264782043737793,3.0,1.0986122886681098,66.35518666666665,4.333333333333333,6.0,2039.6666666666665,-16.888888888888886,5.333333333333333,1.6066666666666667
Zr4 Fe4 Mo4,0.3020621575189776,3.0,1.0986122886681098,81.0068,4.666666666666666,6.0,2278.333333333333,-14.666666666666666,5.333333333333333,1.7733333333333334
Zr4 Fe4 N8,0.7382190520781318,3.0,1.0397207708399179,43.77085,3.25,10.5,1016.325,-166.25,5.0,2.31
Zr4 Fe4 Re4,0.4165069579095696,3.0,1.0986122886681098,111.09216666666666,5.0,6.333333333333333,2466.0,-26.666666666666664,5.666666666666666,1.6866666666666668
